       Unnamed: 0          gene_id                           gene_type     logFC    AveExpr
15831       18276              NaN                      protein_coding -0.016044   5.539353
15832        9602            RAB5A                      protein_coding -0.003334  -0.169918
15833       14954            Y_RNA                            misc_RNA  0.003422   2.235549
15834       18573           LY6G5B                      protein_coding -0.027643   5.666615
15835       10122          C3orf62                      protein_coding  0.002155  -0.854749
15836        7860              NaN                      protein_coding -0.025530   5.418576
15837        6301         AC009501                           antisense -0.003160   1.869312
15838       10418             RP11                           antisense -0.040188   5.244217
15839        7489             RNU4                               snRNA  0.004004  -0.133785
15840       10659          RBBP4P2                processed_pseudogene -0.021491   6.468644
15841        9301             ING5                      protein_coding -0.002846   2.399130
15842       10266          SNORD19                              snoRNA -0.003133   1.401686
15843       10805        LINC00883                             lincRNA -0.027867   5.353320
15844       10303             SELK                      protein_coding  0.011582   3.279531
15845        2964             RP11              unprocessed_pseudogene  0.003471   3.306341
15846          82           TTLL10                           antisense  0.002160   0.129171
15847       12786         RN7SL16P                            misc_RNA -0.010455   8.319521
15848       18790           CLPSL1                      protein_coding  0.032511   2.822229
15849          10             RP11                             lincRNA -0.008900   2.850003
15850        9159         AC005538                           antisense -0.022963   2.522102
15851        6126             RNU6                               snRNA -0.004251   1.306447
15852       14645            SAP30                      protein_coding  0.030773   2.452912
15853        2945          OR13Z1P                  unitary_pseudogene  0.037445   5.468881
15854        5622         AC012065                processed_pseudogene -0.028068   7.844973
15855        1691           MRPL37                      protein_coding  0.004804   1.056589
15856        7170         AC108868              unprocessed_pseudogene  0.014512   2.440986
15857       14327             RP11                             lincRNA  0.048803   5.448948
15858       13155             RNU6                               snRNA -0.003296  -0.441312
15859        4387             RP11                processed_pseudogene  0.002100   0.479570
15860        7760         ARHGAP15                      protein_coding -0.013816   2.128630
15861        2048         RNA5SP23                     rRNA_pseudogene  0.036612   4.972919
15862       12315           RNF168                      protein_coding  0.008753   7.210590
15863       18566             APOM                      protein_coding -0.035361   2.557132
15864        6168           TSPYL6                      protein_coding  0.031517   6.585644
15865        4972          SLC35F3                      protein_coding  0.049221   6.184332
15866       17477              CTB                           antisense  0.004347   5.596238
15867       16057          FAM151B                      protein_coding  0.023834   6.318173
15868        8810              NaN                               miRNA -0.028170   5.990175
15869        7721         AC069394                             lincRNA -0.025844   3.556759
15870        4175        RN7SKP126                            misc_RNA -0.022626   2.861852
15871        3846           PFN1P1                processed_pseudogene -0.029948   5.111848
15872        1590           CALR4P      transcribed_unitary_pseudogene  0.028086   2.317175
15873       18565             BAG6                      protein_coding  0.030589   4.439050
15874       16656             RP11                processed_pseudogene -0.010327   2.143629
15875       18181           U91328              unprocessed_pseudogene  0.002176   0.325876
15876        9806          MIR26A1                               miRNA -0.027509   6.162038
15877        4067            ARPC5                      protein_coding -0.002318   0.844777
15878       15202             RP11                processed_pseudogene -0.017292   1.579825
15879         176              NaN                             lincRNA -0.006769   2.591340
15880        2260             MTF2                      protein_coding  0.030792   5.365689
15881       11016             RP11                             lincRNA -0.003402   0.501732
15882       14921          SLC12A7                      protein_coding -0.011064   1.370582
15883       18404          IFITM4P                processed_pseudogene -0.002848   4.843737
15884        7135        LINC01114                             lincRNA  0.019115   4.856311
15885       11715             RNU2                               snRNA -0.006246   4.608988
15886       13676          KRT19P6                processed_pseudogene  0.026352   4.048389
15887        1818             RP11                             lincRNA  0.006035  10.678936
15888       15058          MIR4636                               miRNA  0.017225   4.869678
15889        3923              TNR                      sense_intronic -0.025945   6.591585
15890        2815              NaN              unprocessed_pseudogene -0.021020   6.661844
15891        2350            LPPR4                      protein_coding -0.035705   2.815054
15892         198           LRRC47                      protein_coding  0.029649   4.409362
15893       11633              MME                      protein_coding  0.005382   3.943807
15894       15251              CTD                processed_pseudogene  0.028418   4.512851
15895        8564         RN7SL40P                            misc_RNA  0.019541   5.113299
15896         171            TTC34                      protein_coding  0.033458   7.242921
15897          14             RP11                processed_pseudogene -0.010485   4.022223
15898       10969            UPK1B                      protein_coding  0.007886   4.822241
15899        6937         AC009237              unprocessed_pseudogene  0.031338   5.830175
15900       18975           ZNF318                      protein_coding  0.015450   3.118800
15901       18587             MSH5                      protein_coding  0.022907   2.711242
15902        9014         AC007677                processed_pseudogene  0.031410   7.284168
15903        1291           ZNF684                      protein_coding -0.006340   7.874145
15904       10178            HYAL1                      protein_coding  0.013415   6.259125
15905       14528             RP11                           antisense -0.040262   6.155568
15906       18448           TRIM26                      protein_coding -0.008821   2.065479
15907        6835           IGKV2D                     IG_V_pseudogene  0.006562   5.528138
15908       14483            Y_RNA                            misc_RNA -0.002227   0.254187
15909        4395            NFASC                      protein_coding -0.023024   4.252193
15910       12744           DCAF16                      protein_coding -0.040990   3.926561
15911        5920             QPCT                      protein_coding -0.025341   8.983690
15912        3230         S100A7L2                      protein_coding -0.034666   3.913440
15913        1596              RP4                           antisense  0.041409   8.933000
15914        5711             RP11                processed_pseudogene  0.012777   4.523505
15915        6469           TEX261                      protein_coding -0.019546   5.023244
15916        4664             RP11                processed_pseudogene  0.029178   7.175005
15917       10141           RNF123                      protein_coding -0.014371   6.026967
15918       13573       SLC25A14P1                processed_pseudogene  0.036527   4.909022
15919       13861           RBMXP4                processed_pseudogene -0.015819   2.765497
15920       17871          PPP1R3G                      protein_coding  0.022742   3.902020
15921        9655              NaN                            misc_RNA -0.023122   5.461370
15922       13383             RP11                           antisense -0.019659   2.582557
15923       13849          RPSAP34                processed_pseudogene -0.007644   4.657302
15924        1877        RN7SL854P                            misc_RNA -0.004866   5.935464
15925       12171             TP63                      protein_coding -0.022834   8.020986
15926       14836             RNU6                               snRNA  0.022446   3.564221
15927       10803             RNU6                               snRNA  0.042378   5.595703
15928        7159         AC018878                           antisense  0.005848   4.425918
15929       12035           YEATS2                      protein_coding -0.036901   5.005165
15930       14495             RP11    transcribed_processed_pseudogene -0.033068   2.738250
15931        1184          MIR5581                               miRNA -0.031279   2.210353
15932       11374         ATP5G1P3                processed_pseudogene  0.016018   3.970731
15933       12696        LINC01085    transcribed_processed_pseudogene  0.003503   8.633638
15934       13842             RP11                           antisense  0.008445   1.114733
15935        8777           MARCH4                      protein_coding -0.021366   6.045274
15936       14421            DCHS2                      protein_coding -0.019354   3.901293
15937       12888             RP11                processed_pseudogene -0.008403   2.608513
15938       17298          C5orf52                      protein_coding  0.008200   1.825439
15939       10931            TIGIT                      protein_coding -0.004312  -0.026251
15940       16854            HSPA9                      protein_coding -0.025293   3.081251
15941        6106         AC079807                             lincRNA  0.010991   5.182463
15942       17405              CTC                           antisense  0.037840   4.448175
15943        4269            TMEM9                      protein_coding -0.008395   2.698254
15944       17522              CTC                             lincRNA  0.010236   3.262984
15945       17321              CTD                           antisense -0.011869   3.826344
15946        4414            CDK18                      protein_coding -0.025077   6.361308
15947       10024              NaN                processed_pseudogene -0.002329  -0.557074
15948        1435            RNU5E                               snRNA  0.026921   8.545111
15949       14119             RP11                             lincRNA -0.013898   4.806301
15950       18775            FANCE                      protein_coding  0.012842   4.372674
15951       13710            STPG2                      protein_coding  0.027344   6.085101
15952        5686         AC013267                processed_pseudogene -0.002744   8.567065
15953       18845           ZFAND3                      protein_coding -0.014070   8.777761
15954        6626           LRRTM1                      protein_coding  0.019768   8.050773
15955       11767         MTND4P17                processed_pseudogene  0.005983   6.691549
15956       17286           CYFIP2                      protein_coding  0.018295   4.050094
15957        1772             FGGY                      protein_coding  0.002011  -1.476881
15958       15785              CTD                             lincRNA  0.029097   5.047642
15959       16948           PCDHA4                      protein_coding -0.037138   4.665528
15960       12932             RP11                processed_pseudogene -0.025451   7.004759
15961        5709            RAB10                      protein_coding -0.003767   0.979437
15962       13072             RP11                processed_pseudogene -0.003486  -2.090567
15963        5640         AC068044                processed_pseudogene -0.009273   8.097357
15964        9620         AC092421              unprocessed_pseudogene  0.002044  -0.592836
15965        3153          KRT8P28                processed_pseudogene  0.036310   4.938128
15966       18511          POLR2LP                processed_pseudogene -0.004352   8.656073
15967         551              RP4                             lincRNA -0.006591   7.558046
15968       15317              NaN                                 TEC -0.013385   4.596986
15969       15723             RP11                processed_pseudogene  0.017790   3.196554
15970        3167             HRNR                      protein_coding  0.018705   5.616138
15971       14671             RP11                processed_pseudogene -0.041035   3.817043
15972        5733           MAPRE3                      protein_coding  0.002229   2.168655
15973        9703           TGFBR2                      protein_coding  0.024888   9.513448
15974        4847             RP11                           antisense  0.003643   0.838819
15975        1591           OSBPL9                      protein_coding  0.004854   0.876073
15976        2182             GBP2                      protein_coding -0.032398   5.850546
15977       17951             RP11                processed_pseudogene -0.004159   2.199769
15978        4151             RP11                             lincRNA  0.026087   6.512883
15979        9516          VN1R21P                  unitary_pseudogene  0.044139   6.652876
15980       15371              NaN                                 TEC  0.015153   1.153763
15981        5313           ZNF692                      protein_coding  0.024482   3.240922
15982       18603          SLC44A4                      protein_coding  0.028832   3.078863
15983        1191            RSPO1                      protein_coding -0.037591   5.861616
15984        5280           OR2T33                      protein_coding -0.002538  -0.187347
15985       18908              NaN                                 TEC  0.002023   0.510177
15986       17423            Y_RNA                            misc_RNA -0.033498   4.500630
15987        7349              NaN                                 TEC  0.004159   7.106091
15988       14266           GUSBP5    transcribed_processed_pseudogene -0.025215   6.155933
15989        1817             RP11                             lincRNA  0.011098   3.932195
15990       10334            ASB14                      protein_coding  0.007746   5.647035
15991       17618             RP11                           antisense  0.025815   1.999589
15992       11861             PLD1                      protein_coding  0.043676   3.758955
15993        2880            RNVU1                               snRNA -0.031883   5.816307
15994        5947            SRSF7                      protein_coding  0.005521   4.787594
15995       17374             RP11                           antisense -0.003872   2.659127
15996          56             RP11                             lincRNA  0.010043   3.462266
15997       15715          NDUFAF2                      protein_coding -0.020286   5.582957
15998        1079           RNF19B                      protein_coding  0.027811   5.428567
15999        3624              NaN                processed_pseudogene -0.001963   0.510524
16000       13321             RP13              unprocessed_pseudogene  0.003287   0.048206
16001       11965        RNA5SP149                     rRNA_pseudogene -0.029865   5.431596
16002       18391          RPL13AP                processed_pseudogene  0.002504  -0.644647
16003       16342          SLCO6A1                      protein_coding -0.021004   4.700777
16004        7029             RNU7                               snRNA  0.002467   0.395105
16005        8193         AC017048                             lincRNA -0.023559   9.470732
16006        7318             IL1A                      protein_coding  0.017015   2.375513
16007        2099           SNORA2                              snoRNA -0.024604   4.492254
16008         334             RP11                      sense_intronic  0.009187   1.879990
16009       16730         AC005178                processed_pseudogene -0.030616   2.369494
16010       15943             RP11                processed_pseudogene  0.002890   0.626249
16011       11302             RP11                processed_pseudogene -0.016889   7.027902
16012         260             RNU1                               snRNA  0.012697   4.841235
16013       13320             RP13              unprocessed_pseudogene  0.002079   1.005333
16014        7305            RGPD8                      protein_coding -0.034482   6.751398
16015       10555          UNC93B3              unprocessed_pseudogene  0.054027   4.097878
16016        1845             RNU6                               snRNA -0.012710   6.592402
16017       14173          STMN1P2                processed_pseudogene  0.004718   0.004199
16018          53           FAM41C                             lincRNA  0.020118   7.282030
16019       18400         RPL23AP1    transcribed_processed_pseudogene -0.042589   7.460868
16020        2087              NaN                             lincRNA -0.030829   7.976248
16021        8954            AP1S3                      protein_coding -0.007498   3.546370
16022        8038            STK39                      protein_coding  0.016314   2.660002
16023       14503             PPID                      protein_coding  0.003314   2.111318
16024       16099              CTD                             lincRNA  0.032138   3.091875
16025        8054             RP11                      protein_coding  0.024605   8.387051
16026        7734            YY1P2                processed_pseudogene -0.002545   3.543292
16027       10261             GNL3                      protein_coding -0.034977   4.186918
16028       18990              RP3                processed_pseudogene -0.009350   3.685174
16029       18484            FLOT1                      protein_coding -0.028416   5.789963
16030        2242             EVI5                      protein_coding -0.023069   5.009200
16031       10217        RN7SL504P                            misc_RNA -0.035503   4.969955
16032       15008             RP11                             lincRNA -0.020147   5.671289
16033        2456       SLC25A24P1  transcribed_unprocessed_pseudogene  0.033735   2.378995
16034       13140           SRD5A3                      protein_coding  0.001839   1.126718
16035        7979              NaN                                 TEC  0.049063   4.525433
16036       13537              NaN      transcribed_unitary_pseudogene  0.048870   4.084010
16037        1253              RP1                processed_pseudogene -0.006167   5.574746
16038        6826              NaN                           IG_V_gene  0.014854   6.326922
16039        3028         HIST1H4A                      protein_coding -0.024793   3.531247
16040         491            FHAD1                      protein_coding -0.006577   4.191590
16041       15697         NDUFB4P2                processed_pseudogene  0.002235   5.283019
16042       10423         PRICKLE2                      protein_coding -0.005794   2.014000
16043       17222              CTB                           antisense  0.001818  -0.503380
16044       15824         CHCHD2P2                processed_pseudogene -0.026726   5.043533
16045        8890         AC053503                           antisense  0.002463  -0.764502
16046        7879         AC012501                   sense_overlapping -0.015713   6.335973
16047       10528             RP11                processed_pseudogene  0.032886   5.062598
16048        7840         AC016682                             lincRNA  0.030701   4.165775
16049        1123            ZMYM1                      protein_coding -0.008513  11.220444
16050       14608          RPL6P12                processed_pseudogene  0.016485   6.294056
16051       14958             IRX2                      protein_coding -0.003521   1.000283
16052       18261              NaN                             lincRNA -0.014564   3.659765
16053       18693           MIR219                               miRNA  0.036644   2.134070
16054        4595         RPL31P13                processed_pseudogene -0.032468   5.743238
16055       13940             RP11    transcribed_processed_pseudogene  0.005559   4.496927
16056        3467             RP11                             lincRNA -0.031526   5.175256
16057       11565             RP11                processed_pseudogene  0.005436   3.382678
16058        3316             RP11                           antisense  0.015643   3.298160
16059        8765         AC093850                             lincRNA  0.037427   6.575004
16060       16710         AC010240                processed_pseudogene -0.011009   2.663732
16061       14323             RP11                processed_pseudogene -0.002080  -1.302120
16062        7086            CREG2                      protein_coding -0.001844   0.795534
16063       13960          PGAM4P2                processed_pseudogene -0.029077   2.410759
16064        5072             RP11                             lincRNA  0.021427   5.467543
16065       13801             RP11                             lincRNA -0.009856   3.747761
16066       14591             RP11                           antisense  0.013025   7.321228
16067        2324        EEF1A1P11                processed_pseudogene  0.024373   6.730985
16068       18339           RPL13P                processed_pseudogene  0.013552   2.631104
16069       16563              CTB                   sense_overlapping -0.028350   5.476066
16070        8745           RPL5P8                processed_pseudogene -0.004894   3.317337
16071       15277              CTD                processed_pseudogene -0.039438   6.382521
16072        8922              CTD                           antisense -0.022489   4.987292
16073       15959             RNU6                               snRNA  0.018579   6.213572
16074        3790              RP5                           antisense -0.014884   4.320461
16075        9674             RNU1                               snRNA -0.003044   0.292330
16076       12656         AC006499                processed_pseudogene -0.001770   1.080628
16077       17443              CTD                           antisense -0.002161   5.020810
16078       18429             HCG9                             lincRNA -0.035840   4.679426
16079       16009              CTD                processed_pseudogene -0.031868   6.983016
16080        5850             RP11                             lincRNA -0.034376   7.444357
16081       18660              HLA              unprocessed_pseudogene -0.023760   5.146948
16082       10938          MIR4796                               miRNA  0.024525   5.818282
16083       16700            CCNI2                      protein_coding  0.005000   5.013387
16084       13219            Y_RNA                            misc_RNA -0.014993   1.861058
16085       13927          MIR302A                               miRNA -0.018633   6.999791
16086        3394          SNORA26                              snoRNA -0.002867   6.631518
16087       15349              CTD                processed_pseudogene -0.001921  -0.749748
16088        2655            Y_RNA                            misc_RNA  0.029973   6.862534
16089         471         PRAMEF17                      protein_coding  0.002507   3.943335
16090        1840             PGM1                      protein_coding -0.001743  -0.196751
16091        9606         AC097635                processed_pseudogene -0.023688   7.854658
16092       16881          DNAJC18                      protein_coding -0.007643   1.830451
16093       10523             RNU6                               snRNA -0.022537   6.324191
16094       10214             RP11    transcribed_processed_pseudogene -0.034720   2.990788
16095        9742             GLB1                      protein_coding -0.032338   5.677937
16096       11208            HMCES                      protein_coding -0.017537   4.652404
16097        7195             RP11                processed_pseudogene  0.006114   4.696358
16098        3921              RP3                           antisense -0.001966  -0.286031
16099       12883         KIAA1239                      protein_coding -0.008210   3.530548
16100        7948         AC009506                processed_pseudogene  0.027182   8.386868
16101        4021             RP11                             lincRNA  0.012042   1.968927
16102       12553        RN7SKP292                            misc_RNA  0.027674   2.104256
16103        7149         AC012360                             lincRNA -0.040938   4.178548
16104        9566          GALNT15                      protein_coding  0.007384   5.852804
16105        4830              NaN                               miRNA  0.009490   1.161359
16106        4128              NaN                processed_pseudogene -0.002298   7.616961
16107        7511         AC108059                processed_pseudogene -0.034725   4.117669
16108       17851              RP3                             lincRNA  0.017273   6.442658
16109       10664          RPS18P6                processed_pseudogene  0.007006   2.763152
16110       14766             RP11                processed_pseudogene -0.030366   6.005612
16111        7551         MTND2P22              unprocessed_pseudogene  0.030390   7.473024
16112        6070             PIGF                      protein_coding -0.019847   7.397221
16113        1893            IL23R                      protein_coding -0.021714   4.254594
16114       13232             RP11                processed_pseudogene  0.021125   5.202033
16115       15925              CTD                             lincRNA  0.001844  -1.009805
16116       14409            Y_RNA                            misc_RNA -0.008814   2.323053
16117       10013             TMIE                      protein_coding  0.001844  -1.388907
16118        8032            XIRP2                           antisense -0.018011   3.015922
16119        7554         MTATP6P7              unprocessed_pseudogene -0.021596   5.694218
16120       17526             RP11                             lincRNA  0.033543   6.934595
16121        4563         RN7SKP98                            misc_RNA -0.006567   6.488857
16122        7346          MIR1302                               miRNA  0.002188   5.275380
16123        2079              RP5                           antisense  0.006924   1.997988
16124       14367             RP11                           antisense  0.008595   5.239655
16125       14216            MGST2                      protein_coding -0.011418   6.620647
16126       11780             RP11                processed_pseudogene  0.016153   6.560550
16127        8540             RNU6                               snRNA -0.039259   3.815666
16128        4978          MIR4671                               miRNA  0.008041   6.521858
16129       11858             RP11                             lincRNA -0.006967   4.528768
16130       18165          SLC17A3                      protein_coding  0.007697   1.238944
16131       15468             RNU1                               snRNA  0.020899   8.222289
16132       15079              CTD                             lincRNA -0.027060   3.969873
16133        3877             RP11                processed_pseudogene  0.020763   2.990275
16134        6739         AC083899                processed_pseudogene -0.021973   7.760726
16135       10307             ESRG                      sense_intronic -0.018460  11.382386
16136       11660           KCNAB1                           antisense  0.007722   8.449360
16137        2281              RP5              unprocessed_pseudogene  0.015600   8.730227
16138        3565          SUMO1P3                processed_pseudogene  0.041398   5.747880
16139         649              RP3                             lincRNA -0.030804   2.272324
16140       16479            ATG12                      protein_coding -0.001667  -1.124699
16141       17725            Y_RNA                            misc_RNA  0.029711   5.272623
16142        8311        MIR548AE1                               miRNA -0.012604   3.993469
16143        4802              RP5                           antisense -0.004631   1.496319
16144       11410         SLC25A36                      protein_coding -0.004413   7.017828
16145        1302           CITED4                      protein_coding  0.003868   8.975034
16146       16419         HMGN1P13                processed_pseudogene -0.011100   4.985977
16147        6645         AC098817                processed_pseudogene -0.029997   5.338450
16148        9312           CXXC11                      protein_coding -0.013327   4.442504
16149       18818            RAB44                      protein_coding  0.011112   3.200639
16150       12907             TLR1                      protein_coding  0.008405   3.066530
16151       15366            AMACR                      protein_coding  0.018069   6.502084
16152       14460             RP11                   sense_overlapping -0.028107   2.672114
16153        1502          CYP4Z2P  transcribed_unprocessed_pseudogene  0.006682   8.266424
16154        9996             CCR3                      protein_coding -0.012244   5.355471
16155       15333              CTD                processed_pseudogene  0.035274   2.980791
16156       16362              NaN                                 TEC -0.018404   4.197521
16157        2451         SLC25A24                      protein_coding -0.007400   1.998104
16158        5497          C2orf50                      protein_coding  0.024846   6.315316
16159        2720             RP11                             lincRNA -0.002973   1.131169
16160       12882          MIR4801                               miRNA  0.018933   7.906190
16161       14833            ZFP42                      protein_coding -0.012741   7.721466
16162        3097         CDC42SE1                      protein_coding  0.015102   8.616526
16163       14175           PCDH18                      protein_coding -0.016332   5.447027
16164        4622              RP5                           antisense -0.036965   3.622894
16165       12586             RP11              unprocessed_pseudogene -0.028545   5.296566
16166         515           TMEM82                      protein_coding  0.029068   4.092514
16167         622              RP4                processed_pseudogene  0.019528   7.980699
16168        4241             RNU6                               snRNA -0.028149   3.422715
16169        9863          PGAM1P3                processed_pseudogene  0.009892   0.789640
16170        6629         AC105342                processed_pseudogene  0.014882   3.623193
16171        1619             RP11                           antisense -0.027054   5.812609
16172       14589        RN7SKP188                            misc_RNA  0.011404   7.127125
16173       16657            HINT1                      protein_coding  0.013146   5.849653
16174        6333             RP11                             lincRNA  0.007468   2.504345
16175        1244            PPIEL  transcribed_unprocessed_pseudogene  0.006181   1.433178
16176          63          PLEKHN1                      protein_coding -0.038150   5.183254
16177        5583             RP11                             lincRNA  0.013677   7.676546
16178        6702         AC105053                           antisense -0.030175   4.032763
16179       15331          RPL5P14                processed_pseudogene -0.008989   6.989782
16180        6856           IGKV6D                           IG_V_gene -0.025414   4.569801
16181       14257             GAB1                      protein_coding -0.019949   7.182185
16182       12147             RTP4                      protein_coding -0.020338   6.922015
16183       12506          OR7E99P              unprocessed_pseudogene  0.013970   4.906068
16184       10451             RP11                             lincRNA  0.035569   6.059102
16185        9893              NaN                           antisense -0.033537   6.156057
16186       15874            MCCC2                      protein_coding  0.027342   7.506981
16187        1952           ZRANB2                           antisense -0.036379   3.420793
16188          11             RP11                             lincRNA  0.029890   4.550012
16189       15510              CTD                           antisense -0.020830   5.845372
16190        6376         AC007392                             lincRNA -0.032124   5.794991
16191        6295        RSL24D1P2                processed_pseudogene -0.040571   4.687354
16192        8338             TFPI                      protein_coding  0.001638   0.365340
16193       17180           PDGFRB                      protein_coding -0.032685   6.185284
16194        7059         AC092667                           antisense  0.003206   1.358385
16195       15757          ADAMTS6                      protein_coding -0.014436   4.334469
16196       17586           ZNF346                      protein_coding  0.008849   6.917351
16197        1999              RP4                processed_pseudogene  0.007537   1.190111
16198        2104              NaN                             lincRNA -0.019005   3.552830
16199        1146              RP4                processed_pseudogene  0.044189   5.761000
16200       16328             RP11                             lincRNA -0.002303   1.037125
16201         663              NaN                               miRNA  0.029178   8.260529
16202        7548         AC134915              unprocessed_pseudogene -0.033815   3.689061
16203       10203          ST13P14                processed_pseudogene  0.013658   2.101464
16204        1795        RN7SL180P                            misc_RNA -0.003641   0.253665
16205       13706             RP11                             lincRNA -0.017667   5.479326
16206       12089         EIF2S2P2                processed_pseudogene -0.011545   1.589096
16207       17852              RP3                             lincRNA -0.026378   3.047868
16208       18890            TSPO2                      protein_coding -0.026662   3.273880
16209        4688             RP11                             lincRNA  0.036822   4.387986
16210         191             TP73                      protein_coding -0.039487   4.681981
16211       14919             RP11                             lincRNA -0.002114  -0.910806
16212       16756            JADE2                      protein_coding -0.025846   3.828875
16213        3852         SCARNA20                              scaRNA  0.002478  -0.771526
16214        4739            DEGS1                      protein_coding -0.011330   5.932735
16215       17720              NaN                                 TEC  0.007774   4.184800
16216        6598           LRRTM4                      protein_coding  0.005143   4.358691
16217       10717         PDLIM1P4                processed_pseudogene -0.019360   5.151491
16218        8454            HSPD1                      protein_coding  0.001661  -1.458848
16219        8769             MREG                      protein_coding -0.015873   2.912699
16220       16490              CTC                             lincRNA  0.019601   5.702999
16221       13808             RNU6                               snRNA -0.039305   4.521820
16222         742           HNRNPR                      protein_coding  0.009656   1.996870
16223       11548             PFN2                      protein_coding -0.018647   5.690664
16224       17536         ARL2BPP6                processed_pseudogene  0.025800   5.044856
16225       17555             RP11                processed_transcript -0.034295   3.515759
16226       16543              CTC                             lincRNA -0.024672   6.098349
16227        8797             TNP1                      protein_coding -0.027396   5.313591
16228        1188           DNALI1                      protein_coding -0.012042   9.092518
16229        3885             RP11                      protein_coding -0.010127   4.022125
16230       18844              RP3                           antisense -0.024848   4.603102
16231       16649        RNA5SP191                     rRNA_pseudogene -0.042168   5.070585
16232       17035            ARAP3                      protein_coding  0.003112   6.327568
16233       11388              NaN                               snRNA -0.031570   2.914806
16234        5575         PSMC1P10                processed_pseudogene -0.013402   6.869489
16235        1929              RP3                             lincRNA  0.026909   6.964831
16236        1008           NKAIN1                      protein_coding  0.024991   4.169402
16237        2758          HSD3BP3              unprocessed_pseudogene  0.009280   5.283220
16238       11114             RP11                             lincRNA -0.006876   3.443651
16239        7465         AC097499                processed_pseudogene -0.002684   6.047068
16240       15409              CTD                processed_pseudogene -0.025665   6.589326
16241       13909          C4orf32                      protein_coding -0.001535  -0.088435
16242        4088             RNF2                      protein_coding -0.019441   8.548307
16243       17537             DRD1                      protein_coding  0.028747   6.614836
16244        3030       HIST2H2AA4                      protein_coding  0.001629  -0.747050
16245        4586         C1orf227                      protein_coding -0.015388   4.992296
16246         683           NBPF2P              unprocessed_pseudogene -0.007200   6.797097
16247        6507            ALMS1                      sense_intronic -0.025294   3.256919
16248        1407            Y_RNA                            misc_RNA -0.026198   6.018570
16249        8562         AC064836                processed_pseudogene -0.037329   3.561999
16250       15882            PTCD2                      protein_coding -0.002634  -0.079385
16251        3569             RNU4                               snRNA -0.019204   3.266036
16252       18470           MIR877                               miRNA -0.027655   3.591333
16253       17616             RP11                           antisense  0.005938   2.606103
16254        6559             TLX2                      protein_coding -0.033686   6.351441
16255        6762            FABP1                      protein_coding -0.017773   5.914259
16256       14399          TMEM154                      protein_coding  0.003953   7.185168
16257        9895          EIF4BP4                processed_pseudogene -0.031044   6.281509
16258        6462             VAX2                      protein_coding -0.011594   1.619734
16259       13282           FTLP10    transcribed_processed_pseudogene  0.001986  -0.270727
16260       14019           MAD2L1                      protein_coding  0.001681  -1.387782
16261       12627          OR7E86P              unprocessed_pseudogene -0.016691   7.050849
16262        1578             RP11                             lincRNA  0.014708   6.540999
16263       14102             RP11                             lincRNA -0.033276   6.899638
16264       17583            UNC5A                      protein_coding -0.002561   4.480070
16265       18447           TRIM15                      protein_coding  0.006526   3.380894
16266       11923             RP11                             lincRNA  0.006524   3.628954
16267       18983             RNU6                               snRNA -0.032025   4.208041
16268       17258              CTC                processed_pseudogene  0.002177   1.207163
16269        3349             CLK2                      protein_coding -0.002853   5.732151
16270        3096          C1orf56                      protein_coding  0.027274   6.418535
16271         701           CELA3A                      protein_coding  0.017974   9.197656
16272       13865           MIR576                               miRNA  0.004271   4.118794
16273        9715         ZNF587P1                processed_pseudogene -0.028773   3.634487
16274       10474             MITF                      protein_coding -0.003254   1.804598
16275       12799              NaN                               snRNA -0.015321   2.585228
16276        5824              LBH                      protein_coding  0.032384   5.868990
16277       15154          FAM134B                      protein_coding  0.002096   0.104820
16278         860          DPPA2P2                processed_pseudogene -0.010271   3.574362
16279       16118             RP11                processed_pseudogene -0.013638   6.381332
16280        4584           TATDN3                      protein_coding  0.013486   3.889101
16281       12500              NaN  transcribed_unprocessed_pseudogene  0.018260   6.997542
16282        6372            MEIS1                           antisense  0.003965   2.204359
16283       17311              CTC                             lincRNA -0.040533   4.623940
16284        3120             POGZ                      protein_coding  0.040074   5.343373
16285       13988         CEP170P1  transcribed_unprocessed_pseudogene  0.040858   6.261746
16286        7201             RP11                processed_pseudogene -0.038080   4.392866
16287        8439          C2orf66                      protein_coding -0.021771   3.640114
16288        7543            MZT2B                      protein_coding  0.011004   2.273355
16289       14649             RP11                             lincRNA -0.030769   7.371996
16290       11664           TIPARP                      protein_coding -0.006914   3.393450
16291       13441            Y_RNA                            misc_RNA  0.027198   5.741354
16292       10144            IP6K1                      protein_coding -0.038131   7.415263
16293        3889            CENPL                      protein_coding -0.029905   5.267323
16294        6146         AC139712                processed_pseudogene  0.021639   1.446358
16295       17440              CTB                             lincRNA  0.017710   7.554607
16296        8548             FZD7                      protein_coding -0.012414   7.605686
16297       15073              NaN                                 TEC  0.028955   4.915181
16298        5036              RP4                             lincRNA -0.034289   4.975819
16299       16319             RP11                processed_pseudogene -0.041390   5.291283
16300       15048              NaN                                 TEC  0.030602   2.827415
16301       12263            Y_RNA                            misc_RNA  0.025668   4.568454
16302        2059              NaN                             lincRNA  0.002845   2.470516
16303       10995             RP11                             lincRNA -0.002484   6.770618
16304       18138           FAM65B                      protein_coding  0.031422   5.207837
16305       17169            PDE6A                      protein_coding  0.004407   6.403836
16306        7535         CYP4F27P              unprocessed_pseudogene  0.037392   6.928074
16307        9935            ABHD5                      protein_coding  0.004951   5.152757
16308       17584              HK3                      protein_coding  0.027662   6.652292
16309       14827             RP11                processed_pseudogene -0.032242   2.470988
